,case,site,Pop,sex,age,hdlngth,skullw,totlngth,taill,footlgth,earconch,eye,chest,belly
11,12,1,0,0,5.0,0.6459596253078829,-0.4142928889816915,1.1449406538904607,-0.774131996597411,0.7445203876261826,0.701596183450993,0.24284243809390044,0.4912222551394791,0.15042414894374376
12,13,1,0,1,5.0,0.702200563802664,0.9735107061689696,0.5621595849563962,-0.5177315900810715,0.5837057682497656,0.40816721664575106,0.7211684525212784,0.0,-0.21339239733879786
13,14,1,0,1,3.0,0.7865619715448439,0.23119715527443038,1.0283844401036477,-0.5177315900810715,1.341831831024299,1.3618113587627863,0.051512032322948216,0.4912222551394791,-0.39530067048006867
14,15,1,0,1,5.0,0.08355024036003925,0.23119715527443038,-0.37029012533810696,-1.5433332161464297,0.2850500465507074,0.8972154946544864,0.6255032496358014,0.4912222551394791,0.878057241508827
15,16,1,0,1,4.0,-0.2820158598560623,-0.28519488013046757,-0.25373391155129404,-1.2869328096300903,1.0431761093252407,0.7994058390527397,-0.6181443878753803,0.4912222551394791,-0.21339239733879786
16,17,1,0,0,1.0,0.5897186868130977,3.490921878767846,0.5621595849563962,-0.26133118356473184,1.0891231434327888,1.2395492892606024,-0.3311487792189545,0.9824445102789582,-0.5772089436213395
17,18,1,0,1,2.0,0.25227305584439075,-0.38201838676888494,0.6787157987432091,-0.5177315900810715,1.2039907287016576,1.77750239507021,0.24284243809390044,0.4912222551394791,-0.21339239733879786
18,19,1,0,0,5.0,0.505357279070922,-0.4788418934073046,0.795272012530022,-1.0305324031137506,1.1350701775403371,1.4107161865636586,0.14717723520842346,0.4912222551394791,-0.21339239733879786
19,20,1,0,0,4.0,0.6178391560604883,-0.18837137349205021,0.44560337116958326,0.5078700359842869,1.2269642457554302,1.0439299780571072,0.43417284386485094,0.0,1.2418737877913686
20,21,1,0,0,3.0,0.9271643177818047,0.39256966633846085,2.1939465779717766,1.2770712555333057,2.168878444960156,1.166192047559291,-0.8094747936463325,1.4736667654184372,2.6971399729215353
21,22,1,0,1,3.0,1.039646194771371,0.5216676751896847,0.9118282263168348,1.2770712555333057,1.1580436945941095,0.9705727363557977,1.1038292640631795,0.4912222551394791,1.2418737877913686
22,23,1,0,0,4.0,-0.028931636629531077,-0.25292037791766103,0.44560337116958326,-0.5177315900810715,0.9972290752176926,1.2640017031610378,0.3385076409793757,0.4912222551394791,0.878057241508827
23,24,1,0,1,2.0,0.505357279070922,-0.640214404471335,-0.7199587666985456,-1.5433332161464297,1.5026464504007158,1.312906530961912,1.1038292640631795,0.0,-0.21339239733879786
24,25,1,0,1,3.0,0.8990438485344101,0.5216676751896847,1.0283844401036477,-0.774131996597411,0.8823614899488238,0.8483106668536138,-0.1398183734480023,1.9648890205579164,0.878057241508827
25,26,1,0,1,7.0,0.9552847870291953,0.6830401862537152,0.6787157987432091,-0.5177315900810715,1.1810172116478819,1.9731217062737052,-0.044153170562527044,0.9824445102789582,1.969506880356452
26,27,1,0,0,2.0,-0.5913410215773748,-0.769312413322559,-0.4868463391249198,-1.0305324031137506,0.42289114887334867,0.6526913556501187,-0.8094747936463325,-1.9648890205579164,-1.6686585824689644
27,28,1,0,1,4.0,0.3366344635865665,-0.02699886242801974,-0.020621483977668272,-1.2869328096300903,1.0891231434327888,1.1906444614597282,0.24284243809390044,0.0,-0.9410254899038811
28,29,1,0,0,3.0,0.055429771112644674,-0.28519488013046757,0.21249094359595752,-1.0305324031137506,1.4796729333469434,0.8972154946544864,-1.000805199417283,-1.4736667654184372,-0.21339239733879786
29,30,1,0,0,2.0,-0.1414135136191014,-0.8015869155353655,-0.7199587666985456,-1.7997336226627694,0.4918117000346693,0.6526913556501187,-0.522479184989905,-1.2280556378486978,0.15042414894374376
30,31,1,0,1,3.0,0.055429771112644674,-0.8984104221737829,1.3780530814640863,-0.0049307770483922675,-0.10549974336344707,1.0683823919575444,-0.522479184989905,0.0,-0.5772089436213395
31,32,1,0,0,4.0,0.4772368098235274,-0.059273364640824,1.6111655090377122,1.020670849016966,1.4566994162931677,0.9461203224553605,-0.1398183734480023,0.4912222551394791,0.5142406952262853
32,33,1,0,1,3.0,-0.3382567983508435,-0.7370379111097525,0.44560337116958326,-0.0049307770483922675,0.5377587341422174,0.8972154946544864,-0.23548357633347755,-1.4736667654184372,-0.9410254899038811
33,34,2,0,1,2.0,-0.5632205523299841,-0.38201838676888494,-0.37029012533810696,-0.26133118356473184,1.0661496263790131,1.2150968753601652,-0.6181443878753803,-0.4912222551394791,-1.4867503093276935
34,35,2,0,1,4.0,0.505357279070922,0.32802066191284773,-0.4868463391249198,-0.774131996597411,0.6296528023573138,1.8019548089706472,1.29515966983413,0.4912222551394791,1.059965514650098
35,36,2,0,1,7.0,0.19603211734960557,0.7798636928921326,0.21249094359595752,-1.0305324031137506,1.341831831024299,0.9461203224553605,-0.1398183734480023,-0.7368333827092186,1.2418737877913686
36,37,2,0,0,2.0,-0.9287866525460817,-0.6724889066841416,-1.0696274080589843,-1.0305324031137506,0.6296528023573138,0.9461203224553605,-1.3834660109591856,0.4912222551394791,-0.39530067048006867
37,38,2,0,1,7.0,-0.05705210587692166,-0.28519488013046757,-1.535852263206236,-0.774131996597411,-0.013605675148350737,0.3348099749444415,0.8168336554067537,0.0,-0.9410254899038811
38,39,2,0,0,1.0,-2.2223282379261207,-1.7375474797067418,-2.817970614861178,-1.5433332161464297,0.055314876012969874,1.288454117061475,-1.957457228272039,-0.9824445102789582,-2.7601082213165893
39,40,2,0,0,3.0,-0.45073867534041384,-0.6079399022585285,-0.6034025529117327,-0.5177315900810715,0.9972290752176926,0.7994058390527397,-1.3834660109591856,0.0,-0.9410254899038811
40,41,2,0,0,5.0,-1.181870875772609,0.037550141997593364,-0.9530711942721714,-0.26133118356473184,0.0,-1.9148121038957413,0.8168336554067537,0.0,-0.7591172167626102
41,42,2,0,1,3.0,-2.053605422441769,-0.8984104221737829,-2.351745759713926,-2.5689348422117884,-1.3230961472134555,0.7505010112518671,-1.1921356051882335,-0.7368333827092186,0.15042414894374376
42,43,2,0,0,2.0,-0.7319433678143357,-0.44656739119449806,-1.419296049419423,-2.5689348422117884,0.8134409387875031,0.31035756104400436,-1.5747964167301363,0.9824445102789582,-0.5772089436213395
43,44,2,0,1,3.8333333333333335,-2.109846360936554,-1.7375474797067418,-2.584858187287552,-0.774131996597411,0.42289114887334867,1.0928348058579815,-0.6181443878753803,-1.9648890205579164,-2.032475128751506
44,45,2,0,1,3.0,-0.5351000830825896,-0.3174693823432741,-1.419296049419423,-1.5433332161464297,0.6985733535186344,1.4351686004640958,-0.4268139821044298,0.0,-0.39530067048006867
45,46,2,0,1,3.8333333333333335,-0.3382567983508435,-0.8015869155353655,-0.7199587666985456,-1.0305324031137506,0.9972290752176926,0.7505010112518671,-0.6181443878753803,-1.2280556378486978,0.878057241508827
46,47,3,1,1,2.0,-0.703822898566945,-0.6724889066841416,0.44560337116958326,0.2514696294679473,-0.5649700844389222,-0.6432865810730289,-0.044153170562527044,-0.9824445102789582,0.15042414894374376
47,48,3,1,1,5.0,1.6864169874613906,2.038569279191572,-0.4868463391249198,-1.5433332161464297,-0.3582084309549571,-0.7900010644756499,1.8691508871469849,0.4912222551394791,0.878057241508827
48,49,3,1,1,4.0,0.7865619715448439,0.7475891906793284,-0.4868463391249198,-0.0049307770483922675,0.1242354271742905,-0.7655486505752128,0.8168336554067537,1.2280556378486978,1.059965514650098
49,50,3,1,0,5.0,-0.2820158598560623,-0.15609687127924365,0.21249094359595752,0.5078700359842869,-0.7947052549766598,-0.22759554476560334,-0.1398183734480023,0.4912222551394791,1.2418737877913686
50,51,3,1,0,5.0,0.8428029100396249,0.8766871995305523,-0.4868463391249198,-0.5177315900810715,-1.0244404255143973,-1.0345252034800174,2.251811698688886,0.4912222551394791,2.1514151534977226
51,52,3,1,1,6.0,1.4052122949874686,1.3285302305098372,1.4946092952508994,1.5334716620496454,-0.12847326041721951,-0.9367155478782708,0.7211684525212784,0.7368333827092186,-0.031484124197527046
52,53,3,1,0,3.0,0.13979117885482042,0.39256966633846085,0.9118282263168348,0.5078700359842869,-0.2433408456860883,-0.5210245115708452,1.3908248727196069,-0.4912222551394791,0.33233242208501457
53,54,4,1,1,7.0,1.2083690102557265,1.974020274765959,1.0283844401036477,3.071874101147683,0.6526263194110862,-0.5210245115708452,2.3474769015743626,1.4736667654184372,1.4237820609326395
54,55,4,1,1,2.0,2.9518381035940386,2.038569279191572,1.2614968676772735,0.5078700359842869,0.928308524056372,-0.7900010644756499,1.29515966983413,1.719277892988177,1.2418737877913686
55,56,4,1,1,3.0,2.051983087677492,1.4899027415738675,1.541231780765625,0.5078700359842869,0.055314876012969874,-0.32540520036735177,1.29515966983413,0.24561112756973955,-0.39530067048006867
56,57,4,1,0,4.0,0.702200563802664,0.8121381951049391,1.3780530814640863,2.0462724750823247,-0.28928787979363646,-0.6921914088739032,-0.522479184989905,1.9648890205579164,2.3333234266389935
57,58,4,1,1,3.0,0.5334777483183126,2.361314301319633,0.9118282263168348,1.020670849016966,-0.4501024991700534,-0.42321485596909847,-0.6181443878753803,1.719277892988177,0.15042414894374376
58,59,4,1,1,2.0,2.7831152881096872,1.9094712703403458,2.077390364184964,1.5334716620496454,1.0891231434327888,-0.8878107200773966,-0.3311487792189545,2.4561112756973955,1.2418737877913686
59,60,4,1,0,2.0,-0.3663772675982381,0.26347165748723694,0.21249094359595752,1.020670849016966,-1.2312020789983609,-0.2765003725664775,-0.6181443878753803,-0.4912222551394791,-0.9410254899038811
60,61,5,1,1,7.0,0.8709233792870196,0.6830401862537152,-0.25373391155129404,0.5078700359842869,-1.2312020789983609,-0.7900010644756499,-0.044153170562527044,-0.24561112756973955,-0.5772089436213395
61,62,5,1,0,3.0,-0.3663772675982381,0.3602951641256543,0.795272012530022,1.020670849016966,-0.6798376697077909,-1.6702879648913735,0.9124988582922289,0.0,-0.21339239733879786
62,63,5,1,0,6.0,-0.169533982866492,-0.15609687127924365,0.3290471573827704,0.5078700359842869,-1.001466908460625,-0.4476672698695356,0.14717723520842346,-0.7368333827092186,-1.4867503093276935
63,64,5,1,0,3.0,1.2083690102557265,-0.12382236906643711,0.5621595849563962,0.7642704425006265,-1.2541755960521348,-0.7410962366747756,1.9648160900324618,-0.7368333827092186,0.15042414894374376
64,65,5,1,0,5.0,0.25227305584439075,0.1666481508488173,0.3290471573827704,0.5078700359842869,-0.0595527092558989,-1.5724783092896253,-1.000805199417283,0.9824445102789582,2.1514151534977226
65,66,5,1,0,3.0,-0.6194614908247653,-0.3497438845560807,-0.25373391155129404,-0.26133118356473184,-1.2082285619445867,-0.9611679617787062,0.6255032496358014,-0.24561112756973955,0.5142406952262853
66,67,5,1,1,4.0,0.19603211734960557,0.23119715527443038,-0.4868463391249198,-0.26133118356473184,-0.8636258061379803,-0.9856203756791433,1.3908248727196069,0.24561112756973955,-1.122933763045152
67,68,5,1,1,5.0,0.4209958713287422,-0.28519488013046757,0.3290471573827704,0.5078700359842869,-0.5879436014926946,-1.2301445146835108,2.251811698688886,0.0,-0.9410254899038811
68,69,5,1,1,5.0,1.517694171977039,-0.4142928889816915,0.21249094359595752,0.2514696294679473,-0.7947052549766598,-0.6188341671725919,-0.044153170562527044,0.7368333827092186,0.5142406952262853
69,70,5,1,0,7.0,-0.19765445211388258,-0.15609687127924365,-0.020621483977668272,0.5078700359842869,-0.7028111867615634,-0.9856203756791433,-1.957457228272039,0.0,0.5142406952262853
70,71,5,1,1,6.0,0.055429771112644674,0.23119715527443038,0.6787157987432091,1.5334716620496454,-0.6338906356002428,-1.3035017563848221,-0.044153170562527044,0.24561112756973955,0.5142406952262853
71,72,5,1,1,1.0,-1.8848826069574136,-1.4470769597914874,-1.535852263206236,-1.0305324031137506,-1.4839107665898725,-1.4013114119865688,-0.9051399965318078,-0.7368333827092186,-0.9410254899038811
72,73,5,1,1,1.0,-2.8409785613687495,-1.479351462004294,-1.186183621845797,-0.26133118356473184,-0.6338906356002428,-0.8389058922765223,0.9124988582922289,-1.719277892988177,-1.6686585824689644
73,74,6,1,0,4.0,-1.0975094680304331,-1.5761749686427113,-0.9530711942721714,0.5078700359842869,-1.5987783518587413,-0.5454769254712822,-0.3311487792189545,-0.4912222551394791,0.5142406952262853
74,75,6,1,1,6.0,0.3366344635865665,0.39256966633846085,0.44560337116958326,0.5078700359842869,-0.519023050331374,-0.6188341671725919,1.7734856842615079,-0.4912222551394791,0.33233242208501457
75,76,6,1,1,5.0,-0.05705210587692166,-0.02699886242801974,0.44560337116958326,2.0462724750823247,-0.9095728402455285,-0.42321485596909847,2.63447251023079,-0.4912222551394791,0.15042414894374376
76,77,6,1,1,6.0,0.28039352509178134,-0.22064587570485447,-0.7199587666985456,-0.5177315900810715,-1.300122630159683,-1.2790493424843852,1.1038292640631795,-0.9824445102789582,0.878057241508827
77,78,6,1,1,1.0,-1.716159791473062,-1.8989199907707723,-1.419296049419423,-0.26133118356473184,-1.2541755960521348,-0.9367155478782708,-1.7661268225010884,-1.9648890205579164,-1.6686585824689644
78,79,6,1,1,1.0,-1.913003076204808,-2.2216650128988333,-1.419296049419423,-0.26133118356473184,-1.300122630159683,-1.254596928583948,-0.23548357633347755,-2.4561112756973955,-1.4867503093276935
79,80,6,1,1,1.0,-1.659918852978277,-1.3825279553658743,-0.7199587666985456,0.5078700359842869,-1.4149902154285519,-0.814453478376087,-0.044153170562527044,-1.719277892988177,-0.7591172167626102
80,81,6,1,1,3.0,-0.5632205523299841,-0.28519488013046757,-0.37029012533810696,0.5078700359842869,-0.6568641526540185,-1.5724783092896253,1.8691508871469849,0.24561112756973955,0.878057241508827
81,82,6,1,0,4.0,-1.856762137710023,-0.9306849243865895,-1.186183621845797,-0.26133118356473184,-1.7825664882889305,-1.2790493424843852,0.3385076409793757,-0.4912222551394791,-0.21339239733879786
82,83,6,1,0,3.0,-0.7319433678143357,-0.9952339288122025,-1.30273983563261,-0.5177315900810715,-1.4839107665898725,-1.1812396868826385,-1.000805199417283,-0.9824445102789582,-1.3048420361864228
83,84,6,1,1,3.0,-1.181870875772609,-0.7370379111097525,-1.535852263206236,-0.5177315900810715,-1.3460696642672296,-1.1078824451813272,1.1994944669486565,-0.9824445102789582,-1.4867503093276935
84,85,6,1,1,3.0,-0.8725457140512966,-0.22064587570485447,1.1449406538904607,1.7898720685659848,-0.6568641526540185,-1.1323348590817641,-0.522479184989905,0.0,-0.39530067048006867
85,86,6,1,0,3.0,-1.2381118142673941,-1.1888809420890372,-0.13717769776448116,0.7642704425006265,-1.8744605565040269,-1.08343003128089,-1.3834660109591856,-0.4912222551394791,-0.5772089436213395
86,87,7,1,1,2.0,1.658296518214,1.2317067238714197,1.3780530814640863,2.302672881598664,0.7445203876261826,-0.32540520036735177,-0.044153170562527044,-0.4912222551394791,1.2418737877913686
87,88,7,1,0,2.0,-0.844425244803906,0.3602951641256543,0.09593472980914462,0.5078700359842869,-0.4041554650625052,-1.1323348590817641,0.9124988582922289,-0.7368333827092186,-0.39530067048006867
88,89,7,1,1,6.0,1.4333327642348632,0.48939317297687823,-0.6034025529117327,-1.0305324031137506,-0.932546357299301,-0.47211968376997093,-0.6181443878753803,0.9824445102789582,-0.7591172167626102
89,90,7,1,1,3.0,-0.0008111673821404935,-0.7370379111097525,-0.4868463391249198,0.7642704425006265,0.3080235636044799,-0.814453478376087,-0.522479184989905,-0.7368333827092186,-0.031484124197527046
90,91,7,1,1,3.0,1.4614532334822539,0.8766871995305523,0.44560337116958326,0.5078700359842869,-0.6798376697077909,-0.031976233562109935,-0.044153170562527044,-0.4912222551394791,-0.21339239733879786
91,92,7,1,1,2.0,-0.5351000830825896,-0.18837137349205021,-0.4868463391249198,-0.0049307770483922675,-0.1973938115785434,-0.32540520036735177,-0.522479184989905,-0.7368333827092186,-0.5772089436213395
92,93,7,1,1,3.0,-0.9569071217934723,-0.9306849243865895,-1.186183621845797,0.5078700359842869,-1.0703874596219454,-0.7900010644756499,-2.1487876340429897,-1.4736667654184372,-0.5772089436213395
93,94,7,1,1,7.0,-0.22577492136127716,0.23119715527443038,-0.7199587666985456,-0.774131996597411,-0.9784933914068491,-0.7410962366747756,-0.6181443878753803,0.9824445102789582,0.878057241508827
94,95,7,1,1,4.0,-0.2820158598560623,-0.09154786685363055,0.3290471573827704,0.2514696294679473,-0.9095728402455285,-0.6677389949734661,-0.1398183734480023,0.0,-0.5772089436213395
95,96,7,1,1,4.0,0.6178391560604883,-0.38201838676888494,-0.9530711942721714,0.5078700359842869,-0.4501024991700534,-0.10533347526341952,-1.000805199417283,-0.9824445102789582,0.15042414894374376
96,97,7,1,1,3.0,-0.45073867534041384,-1.2211554443018438,-0.25373391155129404,0.5078700359842869,-1.0703874596219454,-0.5210245115708452,-0.522479184989905,-0.9824445102789582,-0.39530067048006867
97,98,7,1,1,5.0,0.167911648102215,3.7813923986830984,-0.7199587666985456,-1.0305324031137506,-0.6568641526540185,-0.9367155478782708,-0.522479184989905,0.7368333827092186,-0.21339239733879786
98,99,7,1,0,3.0,0.19603211734960557,-0.22064587570485447,-0.13717769776448116,0.7642704425006265,-0.8406522890842079,-1.0589776173804546,-1.000805199417283,0.4912222551394791,0.878057241508827
99,100,7,1,1,1.0,-0.8725457140512966,-0.28519488013046757,-1.30273983563261,-0.26133118356473184,-0.5649700844389222,-0.32540520036735177,-0.23548357633347755,-1.9648890205579164,-2.032475128751506
100,101,7,1,1,1.0,-1.1256299372778278,-0.7047634088969459,-1.0696274080589843,1.020670849016966,-0.932546357299301,-0.031976233562109935,-1.000805199417283,-0.9824445102789582,0.15042414894374376
101,102,7,1,0,6.0,-0.05705210587692166,-0.6079399022585285,0.44560337116958326,0.5078700359842869,-1.139308010783266,-0.6677389949734661,-1.957457228272039,-0.9824445102789582,-0.9410254899038811
102,103,7,1,1,4.0,-0.3101363291034529,-0.5433908978329154,-1.0696274080589843,-0.26133118356473184,-1.277149113105909,-0.5454769254712822,0.3385076409793757,-0.9824445102789582,-1.3048420361864228
103,104,7,1,0,3.0,0.28039352509178134,0.9735107061689696,0.44560337116958326,1.5334716620496454,-0.1973938115785434,-0.5210245115708452,-0.23548357633347755,0.7368333827092186,0.33233242208501457
